1, 	 1, 	 0.00000000000000 
1, 	 2, 	 -0.41556136471158 
1, 	 3, 	 -1.23833865689081 
1, 	 4, 	 -2.12853437729930 
1, 	 5, 	 -2.71000019697246 
1, 	 6, 	 -11.37962187166345 
1, 	 7, 	 -24.26421525725090 
1, 	 8, 	 -28.05204038809964 
1, 	 9, 	 -38.99973298708357 
1, 	 10, 	 -50.66949589886208 
1, 	 11, 	 -46.30606603359863 
1, 	 12, 	 -57.43706883957721 
1, 	 13, 	 -93.84099863193657 
1, 	 14, 	 -72.02497189155001 
1, 	 15, 	 -68.46778012750943 
1, 	 16, 	 -56.31214077108760 
1, 	 17, 	 -58.81344307270235 
1, 	 18, 	 -51.81408114777227 
1, 	 19, 	 -45.39331539856822 
1, 	 20, 	 -47.26931380463406 
1, 	 21, 	 -34.18772800609524 
1, 	 22, 	 -54.62531470316246 
1, 	 23, 	 -65.40522272256699 
1, 	 24, 	 -65.11631767484046 
1, 	 25, 	 -55.21365107907602 
1, 	 26, 	 -44.54614826448082 
1, 	 27, 	 -42.55354712438759 
1, 	 28, 	 -29.86801362231293 
1, 	 29, 	 -24.98462546724373 
1, 	 30, 	 -12.61090774721150 
1, 	 31, 	 -4.30848553872958 
1, 	 32, 	 -2.66971783603518 
1, 	 33, 	 -0.57870370370370 
1, 	 34, 	 -1.49813340382386 
1, 	 35, 	 -1.11361832720408 
1, 	 36, 	 -5.31466369136495 
1, 	 37, 	 -11.30587512433391 
1, 	 38, 	 -22.05546478879502 
1, 	 39, 	 -49.76883350989107 
1, 	 40, 	 -75.01264731498097 
1, 	 41, 	 -114.87000600137171 
1, 	 42, 	 -157.29549764059689 
1, 	 43, 	 -231.96746313246587 
1, 	 44, 	 -309.60626422646737 
1, 	 45, 	 -369.59100886818374 
1, 	 46, 	 -445.23056348417100 
1, 	 47, 	 -471.17885029664114 
1, 	 48, 	 -536.54941790035889 
1, 	 49, 	 -702.33196159122099 
1, 	 50, 	 -742.04366469804131 
1, 	 51, 	 -756.84924524811572 
1, 	 52, 	 -845.39988730242419 
1, 	 53, 	 -881.59838306044571 
1, 	 54, 	 -950.02298891918986 
1, 	 55, 	 -1154.68196803964224 
1, 	 56, 	 -1240.03675493888682 
1, 	 57, 	 -1291.89626558739246 
1, 	 58, 	 -1249.74148405159485 
1, 	 59, 	 -1356.67511192269467 
1, 	 60, 	 -1242.87307678527964 
1, 	 61, 	 -1241.26057836077371 
1, 	 62, 	 -1079.02150874808422 
1, 	 63, 	 -961.84328375435666 
1, 	 64, 	 -965.38268194091813 
1, 	 65, 	 -1000.00000000000000 
1, 	 66, 	 -847.50988810824117 
1, 	 67, 	 -638.91795694916959 
1, 	 68, 	 -504.58291758864800 
1, 	 69, 	 -461.55043222173936 
1, 	 70, 	 -450.62939341496474 
1, 	 71, 	 -404.55307471188792 
1, 	 72, 	 -276.93315408383359 
1, 	 73, 	 -222.43792268310889 
1, 	 74, 	 -226.81085260112832 
1, 	 75, 	 -219.61283975090589 
1, 	 76, 	 -220.49318454102485 
1, 	 77, 	 -245.15929110910349 
1, 	 78, 	 -261.20119837028045 
1, 	 79, 	 -305.53747324756733 
1, 	 80, 	 -267.06719376900128 
1, 	 81, 	 -269.37753182870375 
1, 	 82, 	 -183.79003141121390 
1, 	 83, 	 -104.05476783022635 
1, 	 84, 	 -30.20858462683055 
1, 	 85, 	 -7.34621174033675 
1, 	 86, 	 -0.43338951124213 
1, 	 87, 	 0.00000164938978 
1, 	 88, 	 0.57742784394097 
1, 	 89, 	 7.61737851588300 
1, 	 90, 	 18.93644070107848 
1, 	 91, 	 49.72317253635494 
1, 	 92, 	 111.60449089551858 
1, 	 93, 	 179.21734076959112 
1, 	 94, 	 239.27155016246564 
1, 	 95, 	 283.46526650366951 
1, 	 96, 	 355.92344767583108 
1, 	 97, 	 421.87500000000000 
1, 	 98, 	 408.70042999448225 
1, 	 99, 	 347.16744509704006 
1, 	 100, 	 384.83861470184013 
1, 	 101, 	 390.61665405454636 
1, 	 102, 	 274.70073476113913 
1, 	 103, 	 228.07954373044407 
1, 	 104, 	 195.39241348557505 
1, 	 105, 	 206.88141261405389 
1, 	 106, 	 141.96944538837235 
1, 	 107, 	 98.85223103014656 
1, 	 108, 	 58.60446357110052 
1, 	 109, 	 22.68502964651578 
1, 	 110, 	 4.52389162697117 
1, 	 111, 	 0.32317648098767 
1, 	 112, 	 -0.03716466786011 
1, 	 113, 	 -3.10149016203704 
1, 	 114, 	 -1.13246239892398 
1, 	 115, 	 -0.07252650664656 
1, 	 116, 	 -0.01076579440663 
1, 	 117, 	 -0.00215888460563 
1, 	 118, 	 0.01506627807183 
1, 	 119, 	 0.02957380342263 
1, 	 120, 	 0.00098213945460 
1, 	 121, 	 -0.00000019380670 
1, 	 122, 	 -0.03509520667442 
1, 	 123, 	 -0.63235805619838 
1, 	 124, 	 -0.55971445823468 
1, 	 125, 	 -1.76509566119551 
1, 	 126, 	 -1.77110409642461 
1, 	 127, 	 -1.35513907510164 
1, 	 128, 	 -0.16939238438771 
1, 	 129, 	 0.00000000000000 
2, 	 1, 	 3.30931837192047 
2, 	 2, 	 0.11136001639650 
2, 	 3, 	 -0.00018556508623 
2, 	 4, 	 -0.03978977276090 
2, 	 5, 	 -0.27706037733910 
2, 	 6, 	 -2.87464320193641 
2, 	 7, 	 -9.79355545413535 
2, 	 8, 	 -23.90490588055023 
2, 	 9, 	 -33.67963031532759 
2, 	 10, 	 -49.58374685379429 
2, 	 11, 	 -52.81289780604637 
2, 	 12, 	 -75.00018371225737 
2, 	 13, 	 -95.93463846052484 
2, 	 14, 	 -75.48782639914374 
2, 	 15, 	 -74.87861321940733 
2, 	 16, 	 -62.10679114005639 
2, 	 17, 	 -46.68644411943131 
2, 	 18, 	 -44.03712343361705 
2, 	 19, 	 -42.43780593772476 
2, 	 20, 	 -36.65440180961976 
2, 	 21, 	 -21.70063073883844 
2, 	 22, 	 -46.55369986057805 
2, 	 23, 	 -57.33475272972422 
2, 	 24, 	 -65.11522003043935 
2, 	 25, 	 -63.08607878780907 
2, 	 26, 	 -59.48717608922441 
2, 	 27, 	 -46.30775028785642 
2, 	 28, 	 -32.76392300860417 
2, 	 29, 	 -21.54413022501866 
2, 	 30, 	 -10.25602859627064 
2, 	 31, 	 -3.10017626551787 
2, 	 32, 	 -1.43600357583162 
2, 	 33, 	 -0.94527528345466 
2, 	 34, 	 -3.59092088638115 
2, 	 35, 	 -6.02463894644226 
2, 	 36, 	 -10.41386010140409 
2, 	 37, 	 -18.11678862805910 
2, 	 38, 	 -26.81584993842988 
2, 	 39, 	 -58.55612147561904 
2, 	 40, 	 -86.66036465745570 
2, 	 41, 	 -116.84750247029613 
2, 	 42, 	 -144.30235104652712 
